"","Round..FDP.","X1D_MLE","X1D_NPMLE","X2D_NPMLE","X1D_Proj","Welch","B_F","Pooled_t","EV_NPMLE","EV2_NPMLE"
"1",1,0,0,0,0,0,0,0,0,0.105691056910569
"2",2,0,0,0,0,0,0,0,0,0.0833333333333333
"3",3,0,0,0,0,0,0,0,0,0.0969387755102041
"4",4,0,0,0,0,0,0,0,0,0.0898876404494382
"5",5,0,0,0,0,0,0,0,0,0.105121293800539
"6",6,0,0,0,0,0,0,0,0,0.107142857142857
"7",7,0,0,0,0,0,0,0,0,0.0978835978835979
"8",8,0,0,0,0,0,0,0,0,0.0863874345549738
"9",9,0,0,0,0,0,0,0,0,0.086053412462908
"10",10,0,0,0,0,0,0,0,0,0.0854700854700855
"11",11,0,0,0,0,0,0,0,0,0.0794520547945206
"12",12,0,0,0,0,0,0,0,0,0.0857908847184987
"13",13,0,0,0,0,0,0,0,0,0.0738636363636364
"14",14,0,0,0,0,0,0,0,0,0.0740740740740741
"15",15,0,0,0,0,0,0,0,0,0.078167115902965
"16",16,0,0,0,0,0,0,0,0,0.100278551532033
"17",17,0,0,0,0,0,0,0,0,0.0778097982708934
"18",18,0,0,0,0,0,0,0,0,0.0873015873015873
"19",19,0,0,0,0,0,0,0,0,0.0817438692098093
"20",20,0,0,0,0,0,0,0,0,0.102040816326531
"21",21,0,0,0,0,0,0,0,0,0.0875331564986737
"22",22,0,0,0,0,0,0,0,0,0.0798898071625344
"23",23,0,0,0,0,0,0,0,0,0.0888888888888889
"24",24,0,0,0,0,0,0,0,0,0.0956284153005464
"25",25,0,0,0,0,0,0,0,0,0.112637362637363
"26",26,0,0,0,0,0,0,0,0,0.0893854748603352
"27",27,0,0,0,0,0,0,0,0,0.102631578947368
"28",28,0,0,0,0,0,0,0,0,0.0933333333333333
"29",29,0,0,0,0,0,0,0,0,0.0951086956521739
"30",30,0,0,0,0,0,0,0,0,0.0833333333333333
"31",31,0,0,0,0,0,0,0,0,0.0683760683760684
"32",32,0,0,0,0,0,0,0,0,0.0716332378223496
"33",33,0,0,0,0,0,0,0,0,0.0824468085106383
"34",34,0,0,0,0,0,0,0,0,0.0823863636363636
"35",35,0,0,0,0,0,0,0,0,0.0991957104557641
"36",36,0,0,0,0,0,0,0,0,0.0801104972375691
"37",37,0,0,0,0,0,0,0,0,0.0951086956521739
"38",38,0,0,0,0,0,0,0,0,0.0634005763688761
"39",39,0,0,0,0,0,0,0,0,0.0981432360742706
"40",40,0,0,0,0,0,0,0,0,0.0929577464788732
"41",41,0,0,0,0,0,0,0,0,0.0894308943089431
"42",42,0,0,0,0,0,0,0,0,0.0674157303370786
"43",43,0,0,0,0,0,0,0,0,0.0824175824175824
"44",44,0,0,0,0,0,0,0,0,0.101928374655647
"45",45,0,0,0,0,0,0,0,0,0.0959302325581395
"46",46,0,0,0,0,0,0,0,0,0.0994764397905759
"47",47,0,0,0,0,0,0,0,0,0.084985835694051
"48",48,0,0,0,0,0,0,0,0,0.0786516853932584
"49",49,0,0,0,0,0,0,0,0,0.0821114369501466
"50",50,0,0,0,0,0,0,0,0,0.0845070422535211
