"","Round..FDP.","X1D_MLE","X1D_NPMLE","X2D_NPMLE","X1D_Proj","Welch","B_F"
"1",1,0,0.0647058823529412,0.056379821958457,0,0,0
"2",2,0,0.0886426592797784,0.0904109589041096,0,0,0
"3",3,0,0.0885714285714286,0.0919540229885057,0,0,0
"4",4,0,0.0914285714285714,0.0972972972972973,0,0,0
"5",5,0,0.0813953488372093,0.0891364902506964,0,0,0
"6",6,0,0.0961538461538462,0.113456464379947,0,0,0
"7",7,0,0.0948509485094851,0.0901856763925729,0,0,0
"8",8,0,0.0988700564971751,0.107438016528926,0,0,0
"9",9,0,0.0967741935483871,0.0901408450704225,0,0,0
"10",10,0,0.095360824742268,0.103274559193955,0,0,0
"11",11,0,0.0952380952380952,0.0784313725490196,0,0,0
"12",12,0,0.122077922077922,0.13715710723192,0,0,0
"13",13,0,0.114058355437666,0.115089514066496,0,0,0
"14",14,0,0.0826210826210826,0.0687679083094556,0,0,0
"15",15,0,0.0977011494252874,0.0896358543417367,0,0,0
"16",16,0,0.088,0.0802139037433155,0,0,0
"17",17,0,0.0730337078651685,0.0762942779291553,0,0,0
"18",18,0,0.0852941176470588,0.0847457627118644,0,0,0
"19",19,0,0.0797720797720798,0.0813008130081301,0,0,0
"20",20,0,0.100278551532033,0.0798898071625344,0,0,0
"21",21,0,0.0977011494252874,0.105849582172702,0,0,0
"22",22,0,0.0814606741573034,0.0653409090909091,0,0,0
"23",23,0,0.117647058823529,0.118733509234828,0,0,0
"24",24,0,0.115681233933162,0.0923076923076923,0,0,0
"25",25,0,0.098314606741573,0.0861111111111111,0,0,0
"26",26,0,0.086053412462908,0.103932584269663,0,0,0
"27",27,0,0.0776119402985075,0.0773638968481375,0,0,0
"28",28,0,0.115281501340483,0.109660574412533,0,0,0
"29",29,0,0.0876712328767123,0.105820105820106,0,0,0
"30",30,0,0.0956521739130435,0.101123595505618,0,0,0
"31",31,0,0.0814606741573034,0.0981432360742706,0,0,0
"32",32,0,0.102777777777778,0.102150537634409,0,0,0
"33",33,0,0.0976253298153034,0.0882352941176471,0,0,0
"34",34,0,0.09375,0.0916666666666667,0,0,0
"35",35,0,0.0918918918918919,0.0848806366047745,0,0,0
"36",36,0,0.105714285714286,0.100558659217877,0,0,0
"37",37,0,0.0803324099722992,0.10498687664042,0,0,0
"38",38,0,0.114942528735632,0.107142857142857,0,0,0
"39",39,0,0.106951871657754,0.0954907161803713,0,0,0
"40",40,0,0.0904255319148936,0.0984455958549223,0,0,0
"41",41,0,0.0879120879120879,0.0913978494623656,0,0,0
"42",42,0,0.10054347826087,0.111979166666667,0,0,0
"43",43,0,0.094017094017094,0.0968660968660969,0,0,0
"44",44,0,0.0676470588235294,0.0722543352601156,0,0,0
"45",45,0,0.0875706214689266,0.0926966292134832,0,0,0
"46",46,0,0.112244897959184,0.120300751879699,0,0,0
"47",47,0,0.0840108401084011,0.0976253298153034,0,0,0
"48",48,0,0.0859598853868195,0.102150537634409,0,0,0
"49",49,0,0.12401055408971,0.121372031662269,0,0,0
"50",50,0,0.0883838383838384,0.095959595959596,0,0,0
